Gene	Protein	Locus	GeneName
NC_001139.9	NP_011392.1	YGL123W	RPS2
NC_001139.9	NP_011393.3	YGL122C	NAB2
NC_001139.9	NP_011394.1	YGL121C	GPG1
NC_001139.9	NP_011395.1	YGL120C	PRP43
NC_001139.9	NP_011396.1	YGL119W	COQ8
NC_001139.9	NP_001335776.1	YGL118C	NP_001335776.1
NC_001139.9	NP_011398.3	YGL117W	NP_011398.3
NC_001139.9	NP_011399.1	YGL116W	CDC20
NC_001139.9	NP_011400.1	YGL115W	SNF4
NC_001139.9	NP_011401.1	YGL114W	NP_011401.1
NC_001139.9	NP_011402.3	YGL113W	SLD3
NC_001139.9	NP_011403.1	YGL112C	TAF6
NC_001139.9	NP_011404.1	YGL111W	NSA1
NC_001139.9	NP_011405.1	YGL110C	CUE3
NC_001139.9	NP_011407.3	YGL108C	NP_011407.3
NC_001139.9	NP_011408.1	YGL107C	RMD9
NC_001139.9	NP_011409.1	YGL106W	MLC1
NC_001139.9	NP_011410.1	YGL105W	ARC1
NC_001139.9	NP_011411.3	YGL104C	VPS73
NC_001139.9	NP_011412.1	YGL103W	RPL28
NC_001139.9	NP_011414.1	YGL101W	NP_011414.1
NC_001139.9	NP_011415.1	YGL100W	SEH1
NC_001139.9	NP_011416.3	YGL099W	LSG1
NC_001139.9	NP_011417.1	YGL098W	USE1
NC_001139.9	NP_011418.1	YGL097W	SRM1
NC_001139.9	NP_011419.1	YGL096W	TOS8
NC_001139.9	NP_011420.3	YGL095C	VPS45
NC_001139.9	NP_011421.1	YGL094C	PAN2
NC_001139.9	NP_011422.1	YGL093W	SPC105
NC_001139.9	NP_011423.1	YGL092W	NUP145
NC_001139.9	NP_011424.3	YGL091C	NBP35
NC_001139.9	NP_011425.1	YGL090W	LIF1
NC_001139.9	NP_011426.1	YGL089C	MF(ALPHA)2
NC_001139.9	NP_001335777.1	YGL088W	NP_001335777.1
NC_001139.9	NP_011428.1	YGL087C	MMS2
NC_001139.9	NP_011429.3	YGL086W	MAD1
NC_001139.9	NP_011430.1	YGL085W	LCL3
NC_001139.9	NP_011431.1	YGL084C	GUP1
NC_001139.9	NP_011432.1	YGL083W	SCY1
NC_001139.9	NP_011433.3	YGL082W	NP_011433.3
NC_001139.9	NP_011434.1	YGL081W	NP_011434.1
NC_001139.9	NP_011435.1	YGL080W	MPC1
NC_001139.9	NP_011436.1	YGL079W	KXD1
NC_001139.9	NP_011437.3	YGL078C	DBP3
NC_001139.9	NP_011438.1	YGL077C	HNM1
NC_001139.9	NP_011439.1	YGL076C	RPL7A
NC_001139.9	NP_011440.1	YGL075C	MPS2
NC_001139.9	NP_011442.3	YGL073W	HSF1
NC_001139.9	NP_011444.1	YGL071W	AFT1
NC_001139.9	NP_011445.1	YGL070C	RPB9
NC_001139.9	NP_011447.1	YGL068W	MNP1
NC_001139.9	NP_011448.3	YGL067W	NPY1
NC_001139.9	NP_011449.1	YGL066W	SGF73
NC_001139.9	NP_011450.1	YGL065C	ALG2
NC_001139.9	NP_011451.1	YGL064C	MRH4
NC_001139.9	NP_011452.4	YGL063W	PUS2
NC_001139.9	NP_011453.1	YGL062W	PYC1
NC_001139.9	NP_011454.1	YGL061C	DUO1
NC_001139.9	NP_011455.1	YGL060W	YBP2
NC_001139.9	NP_011456.5	YGL059W	PKP2
NC_001139.9	NP_011457.1	YGL058W	RAD6
NC_001139.9	NP_011458.1	YGL057C	GEP7
NC_001139.9	NP_011459.2	YGL056C	SDS23
NC_001139.9	NP_011460.3	YGL055W	OLE1
NC_001139.9	NP_011461.1	YGL054C	ERV14
NC_001139.9	NP_011462.1	YGL053W	PRM8
NC_001139.9	NP_011464.1	YGL051W	MST27
NC_001139.9	NP_011465.3	YGL050W	TYW3
NC_001139.9	NP_011466.1	YGL049C	TIF4632
NC_001139.9	NP_011467.1	YGL048C	RPT6
NC_001139.9	NP_011468.1	YGL047W	ALG13
NC_001139.9	NP_011470.4	YGL045W	RIM8
NC_001139.9	NP_011471.1	YGL044C	RNA15
NC_001139.9	NP_011472.1	YGL043W	DST1
NC_001139.9	NP_878074.1	YGL041C-B	NP_878074.1
NC_001139.9	NP_001106172.4	YGL041W-A	NP_001106172.4
NC_001139.9	NP_011475.1	YGL040C	HEM2
NC_001139.9	NP_011476.1	YGL039W	NP_011476.1
NC_001139.9	NP_011477.1	YGL038C	OCH1
NC_001139.9	NP_011478.3	YGL037C	PNC1
NC_001139.9	NP_011479.1	YGL036W	NP_011479.1
NC_001139.9	NP_011480.1	YGL035C	MIG1
NC_001139.9	NP_001335778.1	YGL034C	NP_001335778.1
NC_001139.9	NP_011482.3	YGL033W	HOP2
NC_001139.9	NP_011483.3	YGL032C	AGA2
NC_001139.9	NP_011484.1	YGL031C	RPL24A
NC_001139.9	NP_011485.1	YGL030W	RPL30
NC_001139.9	NP_011486.1	YGL029W	CGR1
NC_001139.9	NP_011487.3	YGL028C	SCW11
NC_001139.9	NP_011488.1	YGL027C	CWH41
NC_001139.9	NP_011489.1	YGL026C	TRP5
NC_001139.9	NP_011490.2	YGL025C	PGD1
NC_001139.9	NP_011492.3	YGL023C	PIB2
NC_001139.9	NP_011493.1	YGL022W	STT3
NC_001139.9	NP_011494.1	YGL021W	ALK1
NC_001139.9	NP_011495.1	YGL020C	GET1
NC_001139.9	NP_011496.3	YGL019W	CKB1
NC_001139.9	NP_011497.1	YGL018C	JAC1
NC_001139.9	NP_011498.1	YGL017W	ATE1
NC_001139.9	NP_011499.1	YGL016W	KAP122
NC_001139.9	NP_011500.3	YGL015C	NP_011500.3
NC_001139.9	NP_011501.1	YGL014W	PUF4
NC_001139.9	NP_011502.1	YGL013C	PDR1
NC_001139.9	NP_011503.1	YGL012W	ERG4
NC_001139.9	NP_011504.3	YGL011C	SCL1
NC_001139.9	NP_011505.1	YGL010W	MPO1
NC_001139.9	NP_011506.1	YGL009C	LEU1
NC_001139.9	NP_011507.1	YGL008C	PMA1
NC_001139.9	NP_878075.3	YGL007C-A	NP_878075.3
NC_001139.9	NP_001335779.1	YGL007W	BRP1
NC_001139.9	NP_878076.1	YGL006W-A	NP_878076.1
NC_001139.9	NP_011509.1	YGL006W	PMC1
NC_001139.9	NP_011510.1	YGL005C	COG7
NC_001139.9	NP_011511.3	YGL004C	RPN14
NC_001139.9	NP_011512.1	YGL003C	CDH1
NC_001139.9	NP_011513.1	YGL002W	ERP6
NC_001139.9	NP_011514.1	YGL001C	ERG26
NC_001139.9	NP_011515.4	YGR001C	EFM5
NC_001139.9	NP_011516.1	YGR002C	SWC4
NC_001139.9	NP_011517.1	YGR003W	CUL3
NC_001139.9	NP_011518.1	YGR004W	PEX31
NC_001139.9	NP_011519.3	YGR005C	TFG2
NC_001139.9	NP_011520.2	YGR006W	PRP18
NC_001139.9	NP_011521.1	YGR007W	ECT1
NC_001139.9	NP_011522.1	YGR008C	STF2
NC_001139.9	NP_011523.3	YGR009C	SEC9
NC_001139.9	NP_011524.1	YGR010W	NMA2
NC_001139.9	NP_011526.1	YGR012W	MCY1
NC_001139.9	NP_011527.1	YGR013W	SNU71
NC_001139.9	NP_011528.3	YGR014W	MSB2
NC_001139.9	NP_011529.1	YGR015C	NP_011529.1
NC_001139.9	NP_011530.1	YGR016W	NP_011530.1
NC_001139.9	NP_011531.1	YGR017W	NP_011531.1
NC_001139.9	NP_001257676.1	YGR018C	NP_001257676.1
NC_001139.9	NP_011533.3	YGR019W	UGA1
NC_001139.9	NP_011534.1	YGR020C	VMA7
NC_001139.9	NP_011535.1	YGR021W	NP_011535.1
NC_001139.9	NP_011537.1	YGR023W	MTL1
NC_001139.9	NP_011538.3	YGR024C	THG1
NC_001139.9	NP_001335780.1	YGR025W	NP_001335780.1
NC_001139.9	NP_011540.3	YGR026W	NP_011540.3
NC_001139.9	NP_011541.1	YGR027C	RPS25A
NC_001139.9	NP_058158.1	YGR027W-B	NP_058158.1
NC_001139.9	NP_058159.1	YGR027W-A	NP_058159.1
NC_001139.9	NP_011542.3	YGR028W	MSP1
NC_001139.9	NP_011543.4	YGR029W	ERV1
NC_001139.9	NP_011544.1	YGR030C	POP6
NC_001139.9	NP_011545.1	YGR031W	IMO32
NC_001139.9	NP_001027023.1	YGR031C-A	NAG1
NC_001139.9	NP_011546.3	YGR032W	GSC2
NC_001139.9	NP_011547.3	YGR033C	TIM21
NC_001139.9	NP_011548.2	YGR034W	RPL26B
NC_001139.9	NP_011549.1	YGR035C	NP_011549.1
NC_001139.9	NP_878077.1	YGR035W-A	NP_878077.1
NC_001139.9	NP_011550.3	YGR036C	CAX4
NC_001139.9	NP_011551.3	YGR037C	ACB1
NC_001139.9	NP_011552.1	YGR038W	ORM1
NC_001139.9	NP_058160.1	YGR038C-B	NP_058160.1
NC_001139.9	NP_058161.1	YGR038C-A	NP_058161.1
NC_001139.9	NP_001335781.1	YGR039W	NP_001335781.1
NC_001139.9	NP_011554.3	YGR040W	KSS1
NC_001139.9	NP_011555.3	YGR041W	BUD9
NC_001139.9	NP_011556.1	YGR042W	MTE1
NC_001139.9	NP_011557.1	YGR043C	NQM1
NC_001139.9	NP_011558.1	YGR044C	RME1
NC_001139.9	NP_001335782.1	YGR045C	NP_001335782.1
NC_001139.9	NP_011560.3	YGR046W	TAM41
NC_001139.9	NP_011561.3	YGR047C	TFC4
NC_001139.9	NP_011562.1	YGR048W	UFD1
NC_001139.9	NP_011563.1	YGR049W	SCM4
NC_001139.9	NP_001257677.1	YGR050C	NP_001257677.1
NC_001139.9	NP_011566.1	YGR052W	FMP48
NC_001139.9	NP_011567.3	YGR053C	NP_011567.3
NC_001139.9	NP_011568.3	YGR054W	NP_011568.3
NC_001139.9	NP_011569.1	YGR055W	MUP1
NC_001139.9	NP_011570.1	YGR056W	RSC1
NC_001139.9	NP_011571.4	YGR057C	LST7
NC_001139.9	NP_011572.2	YGR058W	PEF1
NC_001139.9	NP_011573.3	YGR059W	SPR3
NC_001139.9	NP_011574.3	YGR060W	ERG25
NC_001139.9	NP_011575.1	YGR061C	ADE6
NC_001139.9	NP_011576.1	YGR062C	COX18
NC_001139.9	NP_011577.3	YGR063C	SPT4
NC_001139.9	NP_011579.1	YGR065C	VHT1
NC_001139.9	NP_011580.3	YGR066C	NP_011580.3
NC_001139.9	NP_011581.4	YGR067C	NP_011581.4
NC_001139.9	NP_011582.1	YGR068C	ART5
NC_001139.9	NP_011584.2	YGR070W	ROM1
NC_001139.9	NP_011585.3	YGR071C	ENV11
NC_001139.9	NP_011586.1	YGR072W	UPF3
NC_001139.9	NP_011588.3	YGR074W	SMD1
NC_001139.9	NP_011589.3	YGR075C	PRP38
NC_001139.9	NP_011590.1	YGR076C	MRPL25
NC_001139.9	NP_011591.1	YGR077C	PEX8
NC_001139.9	NP_011592.3	YGR078C	PAC10
NC_001139.9	NP_011593.1	YGR079W	NP_011593.1
NC_001139.9	NP_011594.3	YGR080W	TWF1
NC_001139.9	NP_011595.3	YGR081C	SLX9
NC_001139.9	NP_011596.1	YGR082W	TOM20
NC_001139.9	NP_011597.1	YGR083C	GCD2
NC_001139.9	NP_011598.3	YGR084C	MRP13
NC_001139.9	NP_011599.1	YGR085C	RPL11B
NC_001139.9	NP_011600.3	YGR086C	PIL1
NC_001139.9	NP_011601.3	YGR087C	PDC6
NC_001139.9	NP_011602.2	YGR088W	CTT1
NC_001139.9	NP_011603.1	YGR089W	NNF2
NC_001139.9	NP_011604.3	YGR090W	UTP22
NC_001139.9	NP_011605.1	YGR091W	PRP31
NC_001139.9	NP_011606.3	YGR092W	DBF2
NC_001139.9	NP_011607.3	YGR093W	DRN1
NC_001139.9	NP_011608.1	YGR094W	VAS1
NC_001139.9	NP_011609.2	YGR095C	RRP46
NC_001139.9	NP_011610.3	YGR096W	TPC1
NC_001139.9	NP_011611.1	YGR097W	ASK10
NC_001139.9	NP_011612.3	YGR098C	ESP1
NC_001139.9	NP_011613.3	YGR099W	TEL2
NC_001139.9	NP_011614.1	YGR100W	MDR1
NC_001139.9	NP_011615.1	YGR101W	PCP1
NC_001139.9	NP_011616.3	YGR102C	GTF1
NC_001139.9	NP_011617.1	YGR103W	NOP7
NC_001139.9	NP_011618.3	YGR104C	SRB5
NC_001139.9	NP_011619.3	YGR105W	VMA21
NC_001139.9	NP_011620.1	YGR106C	VOA1
NC_001139.9	NP_011622.1	YGR108W	CLB1
NC_001139.9	NP_011623.3	YGR109C	CLB6
NC_001139.9	NP_011624.1	YGR109W-B	NP_011624.1
NC_001139.9	NP_058162.3	YGR109W-A	NP_058162.3
NC_001139.9	NP_011625.3	YGR110W	CLD1
NC_001139.9	NP_011626.1	YGR111W	NP_011626.1
NC_001139.9	NP_011627.1	YGR112W	SHY1
NC_001139.9	NP_011628.4	YGR113W	DAM1
NC_001139.9	NP_011631.1	YGR116W	SPT6
NC_001139.9	NP_011632.3	YGR117C	NP_011632.3
NC_001139.9	NP_011633.3	YGR118W	RPS23A
NC_001139.9	NP_011634.1	YGR119C	NUP57
NC_001139.9	NP_011635.2	YGR120C	COG2
NC_001139.9	NP_011636.3	YGR121C	MEP1
NC_001139.9	NP_878078.1	YGR121W-A	NP_878078.1
NC_001139.9	NP_011637.3	YGR122W	NP_011637.3
NC_001139.9	NP_011639.3	YGR123C	PPT1
NC_001139.9	NP_011640.1	YGR124W	ASN2
NC_001139.9	NP_011641.1	YGR125W	NP_011641.1
NC_001139.9	NP_011642.3	YGR126W	NP_011642.3
NC_001139.9	NP_011643.1	YGR127W	NP_011643.1
NC_001139.9	NP_011644.3	YGR128C	UTP8
NC_001139.9	NP_011645.3	YGR129W	SYF2
NC_001139.9	NP_011646.1	YGR130C	NP_011646.1
NC_001139.9	NP_011647.1	YGR131W	FHN1
NC_001139.9	NP_011648.3	YGR132C	PHB1
NC_001139.9	NP_011649.1	YGR133W	PEX4
NC_001139.9	NP_011650.3	YGR134W	CAF130
NC_001139.9	NP_011651.3	YGR135W	PRE9
NC_001139.9	NP_011652.1	YGR136W	LSB1
NC_001139.9	NP_011654.1	YGR138C	TPO2
NC_001139.9	NP_011656.3	YGR140W	CBF2
NC_001139.9	NP_011657.1	YGR141W	VPS62
NC_001139.9	NP_011658.3	YGR142W	BTN2
NC_001139.9	NP_011659.3	YGR143W	SKN1
NC_001139.9	NP_011660.1	YGR144W	THI4
NC_001139.9	NP_011661.2	YGR145W	ENP2
NC_001139.9	NP_011662.3	YGR146C	ECL1
NC_001139.9	NP_878079.1	YGR146C-A	NP_878079.1
NC_001139.9	NP_011663.3	YGR147C	NAT2
NC_001139.9	NP_011664.3	YGR148C	RPL24B
NC_001139.9	NP_011665.1	YGR149W	GPC1
NC_001139.9	NP_011666.1	YGR150C	CCM1
NC_001139.9	NP_011668.3	YGR152C	RSR1
NC_001139.9	NP_011669.2	YGR153W	NP_011669.2
NC_001139.9	NP_011670.3	YGR154C	GTO1
NC_001139.9	NP_011671.3	YGR155W	CYS4
NC_001139.9	NP_011672.1	YGR156W	PTI1
NC_001139.9	NP_011673.1	YGR157W	CHO2
NC_001139.9	NP_011674.3	YGR158C	MTR3
NC_001139.9	NP_011675.1	YGR159C	NSR1
NC_001139.9	NP_011677.3	YGR161C	RTS3
NC_001139.9	NP_001018033.3	YGR161W-C	NP_001018033.3
NC_001139.9	NP_058163.1	YGR161W-B	NP_058163.1
NC_001139.9	NP_058164.1	YGR161W-A	NP_058164.1
NC_001139.9	NP_058165.3	YGR161C-D	NP_058165.3
NC_001139.9	NP_058166.1	YGR161C-C	NP_058166.1
NC_001139.9	NP_011678.3	YGR162W	TIF4631
NC_001139.9	NP_011679.3	YGR163W	GTR2
NC_001139.9	NP_001335783.1	YGR164W	NP_001335783.1
NC_001139.9	NP_011681.1	YGR165W	MRPS35
NC_001139.9	NP_011682.1	YGR166W	TRS65
NC_001139.9	NP_011683.3	YGR167W	CLC1
NC_001139.9	NP_011684.1	YGR168C	NP_011684.1
NC_001139.9	NP_011685.3	YGR169C	PUS6
NC_001139.9	NP_878080.3	YGR169C-A	LSO2
NC_001139.9	NP_011686.1	YGR170W	PSD2
NC_001139.9	NP_011687.1	YGR171C	MSM1
NC_001139.9	NP_011688.3	YGR172C	YIP1
NC_001139.9	NP_011689.1	YGR173W	RBG2
NC_001139.9	NP_011690.3	YGR174C	CBP4
NC_001139.9	NP_878081.3	YGR174W-A	NP_878081.3
NC_001139.9	NP_011691.1	YGR175C	ERG1
NC_001139.9	NP_011693.1	YGR177C	ATF2
NC_001139.9	NP_011694.3	YGR178C	PBP1
NC_001139.9	NP_011695.1	YGR179C	OKP1
NC_001139.9	NP_011696.3	YGR180C	RNR4
NC_001139.9	NP_011697.3	YGR181W	TIM13
NC_001139.9	NP_011699.1	YGR183C	QCR9
NC_001139.9	NP_011700.1	YGR184C	UBR1
NC_001139.9	NP_011701.3	YGR185C	TYS1
NC_001139.9	NP_011702.1	YGR186W	TFG1
NC_001139.9	NP_011703.3	YGR187C	HGH1
NC_001139.9	NP_011704.3	YGR188C	BUB1
NC_001139.9	NP_011705.1	YGR189C	CRH1
NC_001139.9	NP_011707.1	YGR191W	HIP1
NC_001139.9	NP_011708.3	YGR192C	TDH3
NC_001139.9	NP_011709.1	YGR193C	PDX1
NC_001139.9	NP_011710.3	YGR194C	XKS1
NC_001139.9	NP_011711.3	YGR195W	SKI6
NC_001139.9	NP_011712.1	YGR196C	FYV8
NC_001139.9	NP_011713.1	YGR197C	SNG1
NC_001139.9	NP_011714.3	YGR198W	YPP1
NC_001139.9	NP_011715.1	YGR199W	PMT6
NC_001139.9	NP_011716.3	YGR200C	ELP2
NC_001139.9	NP_011717.4	YGR201C	NP_011717.4
NC_001139.9	NP_011718.1	YGR202C	PCT1
NC_001139.9	NP_011719.1	YGR203W	YCH1
NC_001139.9	NP_011720.3	YGR204W	ADE3
NC_001139.9	NP_878082.1	YGR204C-A	NP_878082.1
NC_001139.9	NP_011721.3	YGR205W	TDA10
NC_001139.9	NP_011722.3	YGR206W	MVB12
NC_001139.9	NP_011723.1	YGR207C	CIR1
NC_001139.9	NP_011724.1	YGR208W	SER2
NC_001139.9	NP_011725.3	YGR209C	TRX2
NC_001139.9	NP_011726.1	YGR210C	NP_011726.1
NC_001139.9	NP_011727.3	YGR211W	ZPR1
NC_001139.9	NP_011728.3	YGR212W	SLI1
NC_001139.9	NP_011729.1	YGR213C	RTA1
NC_001139.9	NP_011730.1	YGR214W	RPS0A
NC_001139.9	NP_011731.3	YGR215W	RSM27
NC_001139.9	NP_011732.1	YGR216C	GPI1
NC_001139.9	NP_011733.3	YGR217W	CCH1
NC_001139.9	NP_011734.3	YGR218W	CRM1
NC_001139.9	NP_011736.1	YGR220C	MRPL9
NC_001139.9	NP_011737.2	YGR221C	TOS2
NC_001139.9	NP_011738.3	YGR222W	PET54
NC_001139.9	NP_011739.1	YGR223C	HSV2
NC_001139.9	NP_011740.3	YGR224W	AZR1
NC_001139.9	NP_011741.5	YGR225W	AMA1
NC_001139.9	NP_011743.2	YGR227W	DIE2
NC_001139.9	NP_011745.1	YGR229C	SMI1
NC_001139.9	NP_011746.3	YGR230W	BNS1
NC_001139.9	NP_011747.2	YGR231C	PHB2
NC_001139.9	NP_011748.3	YGR232W	NAS6
NC_001139.9	NP_011749.3	YGR233C	PHO81
NC_001139.9	NP_011750.1	YGR234W	YHB1
NC_001139.9	NP_011751.1	YGR235C	MIC26
NC_001139.9	NP_011752.4	YGR236C	SPG1
NC_001139.9	NP_011753.1	YGR237C	NP_011753.1
NC_001139.9	NP_011754.3	YGR238C	KEL2
NC_001139.9	NP_011755.3	YGR239C	PEX21
NC_001139.9	NP_011756.1	YGR240C	PFK1
NC_001139.9	NP_878083.1	YGR240C-A	NP_878083.1
NC_001139.9	NP_011757.3	YGR241C	YAP1802
NC_001139.9	NP_011759.1	YGR243W	MPC3
NC_001139.9	NP_011760.3	YGR244C	LSC2
NC_001139.9	NP_011761.3	YGR245C	SDA1
NC_001139.9	NP_011762.1	YGR246C	BRF1
NC_001139.9	NP_011763.1	YGR247W	CPD1
NC_001139.9	NP_011764.3	YGR248W	SOL4
NC_001139.9	NP_011765.1	YGR249W	MGA1
NC_001139.9	NP_011766.3	YGR250C	RIE1
NC_001139.9	NP_011767.3	YGR251W	NOP19
NC_001139.9	NP_011768.1	YGR252W	GCN5
NC_001139.9	NP_011769.1	YGR253C	PUP2
NC_001139.9	NP_011770.3	YGR254W	ENO1
NC_001139.9	NP_011771.1	YGR255C	COQ6
NC_001139.9	NP_011772.3	YGR256W	GND2
NC_001139.9	NP_011773.3	YGR257C	MTM1
NC_001139.9	NP_011774.1	YGR258C	RAD2
NC_001139.9	NP_011776.1	YGR260W	TNA1
NC_001139.9	NP_011777.3	YGR261C	APL6
NC_001139.9	NP_011778.1	YGR262C	BUD32
NC_001139.9	NP_011779.3	YGR263C	SAY1
NC_001139.9	NP_011780.3	YGR264C	MES1
NC_001139.9	NP_011782.1	YGR266W	NP_011782.1
NC_001139.9	NP_011783.1	YGR267C	FOL2
NC_001139.9	NP_011784.3	YGR268C	HUA1
NC_001139.9	NP_011786.1	YGR270W	YTA7
NC_001139.9	NP_011787.4	YGR271W	SLH1
NC_001139.9	NP_076891.4	YGR271C-A	EFG1
NC_001139.9	NP_011789.1	YGR273C	NP_011789.1
NC_001139.9	NP_011790.1	YGR274C	TAF1
NC_001139.9	NP_011791.4	YGR275W	RTT102
NC_001139.9	NP_011792.1	YGR276C	RNH70
NC_001139.9	NP_011793.3	YGR277C	CAB4
NC_001139.9	NP_011794.3	YGR278W	CWC22
NC_001139.9	NP_011795.1	YGR279C	SCW4
NC_001139.9	NP_011796.1	YGR280C	PXR1
NC_001139.9	NP_011797.3	YGR281W	YOR1
NC_001139.9	NP_011798.1	YGR282C	BGL2
NC_001139.9	NP_011799.3	YGR283C	NP_011799.3
NC_001139.9	NP_011800.3	YGR284C	ERV29
NC_001139.9	NP_011801.1	YGR285C	ZUO1
NC_001139.9	NP_011802.1	YGR286C	BIO2
NC_001139.9	NP_011803.3	YGR287C	IMA1
NC_001139.9	NP_011804.1	YGR288W	MAL13
NC_001139.9	NP_011805.3	YGR289C	MAL11
NC_001139.9	NP_011808.3	YGR292W	MAL12
NC_001139.9	NP_011810.1	YGR294W	PAU12
NC_001139.9	NP_011811.1	YGR295C	COS6
NC_001139.9	NP_011812.3	YGR296W	YRF1-3
NC_001140.6	NP_011813.1	YHL050C	NP_011813.1
NC_001140.6	NP_011814.1	YHL049C	NP_011814.1
NC_001140.6	NP_878084.1	YHL048C-A	NP_878084.1
NC_001140.6	NP_011815.1	YHL048W	COS8
NC_001140.6	NP_011816.2	YHL047C	ARN2
NC_001140.6	NP_011817.1	YHL046C	PAU13
NC_001140.6	NP_011819.1	YHL044W	NP_011819.1
NC_001140.6	NP_011820.1	YHL043W	ECM34
NC_001140.6	NP_011821.1	YHL042W	NP_011821.1
NC_001140.6	NP_001335736.1	YHL041W	NP_001335736.1
NC_001140.6	NP_011823.1	YHL040C	ARN1
NC_001140.6	NP_011824.1	YHL039W	EFM1
NC_001140.6	NP_011825.1	YHL038C	CBP2
NC_001140.6	NP_001335737.1	YHL037C	NP_001335737.1
NC_001140.6	NP_011827.1	YHL036W	MUP3
NC_001140.6	NP_011828.1	YHL035C	VMR1
NC_001140.6	NP_011829.1	YHL034C	SBP1
NC_001140.6	NP_011830.1	YHL033C	RPL8A
NC_001140.6	NP_011831.1	YHL032C	GUT1
NC_001140.6	NP_011832.1	YHL031C	GOS1
NC_001140.6	NP_011833.1	YHL030W	ECM29
NC_001140.6	NP_011834.1	YHL029C	OCA5
NC_001140.6	NP_011835.1	YHL028W	WSC4
NC_001140.6	NP_011836.1	YHL027W	RIM101
NC_001140.6	NP_011837.2	YHL026C	NP_011837.2
NC_001140.6	NP_011838.1	YHL025W	SNF6
NC_001140.6	NP_011839.1	YHL024W	RIM4
NC_001140.6	NP_011840.1	YHL023C	NPR3
NC_001140.6	NP_011841.1	YHL022C	SPO11
NC_001140.6	NP_011842.1	YHL021C	AIM17
NC_001140.6	NP_011843.1	YHL020C	OPI1
NC_001140.6	NP_011844.1	YHL019C	APM2
NC_001140.6	NP_011845.1	YHL018W	NP_011845.1
NC_001140.6	NP_011846.1	YHL017W	NP_011846.1
NC_001140.6	NP_011847.1	YHL016C	DUR3
NC_001140.6	NP_878085.1	YHL015W-A	NP_878085.1
NC_001140.6	NP_011848.1	YHL015W	RPS20
NC_001140.6	NP_011849.1	YHL014C	YLF2
NC_001140.6	NP_011850.1	YHL013C	OTU2
NC_001140.6	NP_011851.1	YHL012W	NP_011851.1
NC_001140.6	NP_011852.1	YHL011C	PRS3
NC_001140.6	NP_011853.1	YHL010C	ETP1
NC_001140.6	NP_011854.1	YHL009C	YAP3
NC_001140.6	NP_058133.1	YHL009W-B	NP_058133.1
NC_001140.6	NP_058134.1	YHL009W-A	NP_058134.1
NC_001140.6	NP_011855.1	YHL008C	NP_011855.1
NC_001140.6	NP_011856.1	YHL007C	STE20
NC_001140.6	NP_011857.2	YHL006C	SHU1
NC_001140.6	NP_001335738.1	YHL005C	NP_001335738.1
NC_001140.6	NP_011859.1	YHL004W	MRP4
NC_001140.6	NP_011860.1	YHL003C	LAG1
NC_001140.6	NP_011861.1	YHL002W	HSE1
NC_001140.6	NP_011862.1	YHL001W	RPL14B
NC_001140.6	NP_011863.1	YHR001W	OSH7
NC_001140.6	NP_011864.1	YHR001W-A	QCR10
NC_001140.6	NP_011865.1	YHR002W	LEU5
NC_001140.6	NP_011866.1	YHR003C	TCD1
NC_001140.6	NP_011867.1	YHR004C	NEM1
NC_001140.6	NP_011868.1	YHR005C	GPA1
NC_001140.6	NP_011869.1	YHR005C-A	TIM10
NC_001140.6	NP_011870.1	YHR006W	STP2
NC_001140.6	NP_011871.1	YHR007C	ERG11
NC_001140.6	NP_878086.1	YHR007C-A	NP_878086.1
NC_001140.6	NP_011872.1	YHR008C	SOD2
NC_001140.6	NP_011873.1	YHR009C	TDA3
NC_001140.6	NP_011874.1	YHR010W	RPL27A
NC_001140.6	NP_011875.1	YHR011W	DIA4
NC_001140.6	NP_011876.1	YHR012W	VPS29
NC_001140.6	NP_011877.1	YHR013C	ARD1
NC_001140.6	NP_011878.1	YHR014W	SPO13
NC_001140.6	NP_011879.1	YHR015W	MIP6
NC_001140.6	NP_011880.1	YHR016C	YSC84
NC_001140.6	NP_011881.1	YHR017W	YSC83
NC_001140.6	NP_011882.1	YHR018C	ARG4
NC_001140.6	NP_011883.1	YHR019C	DED81
NC_001140.6	NP_011884.1	YHR020W	NP_011884.1
NC_001140.6	NP_011885.1	YHR021C	RPS27B
NC_001140.6	NP_011886.1	YHR021W-A	ECM12
NC_001140.6	NP_011887.1	YHR022C	NP_011887.1
NC_001140.6	NP_878087.1	YHR022C-A	NP_878087.1
NC_001140.6	NP_011888.1	YHR023W	MYO1
NC_001140.6	NP_011889.1	YHR024C	MAS2
NC_001140.6	NP_011890.1	YHR025W	THR1
NC_001140.6	NP_011891.1	YHR026W	VMA16
NC_001140.6	NP_011892.1	YHR027C	RPN1
NC_001140.6	NP_011893.1	YHR028C	DAP2
NC_001140.6	NP_011894.1	YHR029C	YHI9
NC_001140.6	NP_011895.1	YHR030C	SLT2
NC_001140.6	NP_011896.1	YHR031C	RRM3
NC_001140.6	NP_011897.1	YHR032W	ERC1
NC_001140.6	NP_011898.1	YHR033W	NP_011898.1
NC_001140.6	NP_011899.1	YHR034C	PIH1
NC_001140.6	NP_011900.1	YHR035W	NEL1
NC_001140.6	NP_011901.1	YHR036W	BRL1
NC_001140.6	NP_011902.1	YHR037W	PUT2
NC_001140.6	NP_011903.1	YHR038W	RRF1
NC_001140.6	NP_011904.1	YHR039C	MSC7
NC_001140.6	NP_011905.1	YHR039C-A	VMA10
