scerevisiae	sbayanus
NP_014303.3	Sbay_14.244
NP_014304.1	Sbay_14.245
NP_014305.1	Sbay_14.246
NP_014306.3	Sbay_14.247
NP_014307.1	Sbay_14.248
NP_014308.1	Sbay_14.249
NP_014309.3	Sbay_14.250
NP_014311.3	Sbay_14.251
NP_014312.1	Sbay_14.252
NP_014313.1	Sbay_14.253
NP_014314.3	Sbay_14.254
NP_014315.1	Sbay_14.255
NP_014316.3	Sbay_14.256
NP_014317.4	Sbay_14.257
NP_014318.3	Sbay_14.258
NP_014319.1	Sbay_14.259
NP_014320.1	Sbay_14.260
NP_014321.3	Sbay_14.261
NP_014322.1	Sbay_14.262
NP_014323.1	Sbay_14.263
NP_014324.3	Sbay_14.264
NP_014325.3	Sbay_14.266
NP_014326.1	Sbay_14.267
NP_014327.1	Sbay_14.268
NP_014328.3	Sbay_14.269
NP_014329.1	Sbay_14.270
NP_014330.1	Sbay_14.271
NP_014331.3	Sbay_14.272
NP_014332.1	Sbay_14.274
NP_014333.1	Sbay_14.275
NP_014334.3	Sbay_14.276
NP_014335.1	Sbay_14.277
NP_014336.1	Sbay_14.278
NP_014337.3	Sbay_14.279
NP_014338.3	Sbay_14.280
NP_014339.1	Sbay_14.281
NP_014340.1	Sbay_14.282
NP_014342.3	Sbay_14.283
NP_014343.1	Sbay_14.284
NP_014344.3	Sbay_14.286
NP_014345.3	Sbay_14.287
NP_014346.1	Sbay_14.288
NP_014347.1	Sbay_14.289
NP_014348.3	Sbay_14.290
NP_014349.1	Sbay_14.291
NP_014350.1	Sbay_14.292
NP_014351.3	Sbay_14.293
NP_014352.3	Sbay_14.294
NP_014353.1	Sbay_14.295
NP_014354.2	Sbay_14.296
NP_014356.1	Sbay_14.298
NP_014357.1	Sbay_14.299
NP_014358.3	Sbay_14.307
NP_014359.3	Sbay_14.306
NP_014360.2	Sbay_14.305
NP_014361.1	Sbay_14.302
NP_014362.3	Sbay_14.301
NP_014363.1	Sbay_14.311
NP_014364.1	Sbay_88.1
NP_014366.3	Sbay_14.314
NP_014367.1	Sbay_14.315
NP_014368.1	Sbay_14.316
NP_014369.3	Sbay_14.317
NP_014371.1	Sbay_14.318
NP_014372.1	Sbay_14.319
NP_014373.3	Sbay_14.320
NP_014374.1	Sbay_14.323
NP_014375.1	Sbay_14.324
NP_014376.3	Sbay_14.325
NP_014377.1	Sbay_14.326
NP_014378.1	Sbay_14.327
NP_014379.3	Sbay_70.1
NP_014382.1	Sbay_14.330
NP_014383.1	Sbay_14.332
NP_014384.3	Sbay_14.333
NP_014387.1	Sbay_14.336
NP_014388.3	Sbay_14.337
NP_014389.3	Sbay_14.339
NP_014390.2	Sbay_14.340
NP_014391.1	Sbay_14.341
NP_014392.3	Sbay_14.342
NP_014393.1	Sbay_14.343
NP_014394.2	Sbay_14.344
NP_014395.3	Sbay_14.345
NP_014396.3	Sbay_14.346
NP_014397.1	Sbay_14.348
NP_014398.1	Sbay_14.350
NP_014399.3	Sbay_14.355
NP_014400.1	Sbay_14.356
NP_014401.1	Sbay_14.357
NP_014403.3	Sbay_14.358
NP_014404.3	Sbay_14.360
NP_014405.1	Sbay_14.361
NP_014406.1	Sbay_14.362
NP_014407.3	Sbay_14.363
NP_014408.1	Sbay_14.364
NP_014409.1	Sbay_14.365
NP_014410.3	Sbay_14.366
NP_014411.3	Sbay_14.367
NP_014412.1	Sbay_14.368
NP_014413.1	Sbay_14.369
NP_014414.3	Sbay_14.370
NP_014415.1	Sbay_14.372
NP_014416.1	Sbay_14.374
NP_014417.3	Sbay_14.375
NP_014418.3	Sbay_14.376
NP_014419.1	Sbay_14.377
NP_014420.1	Sbay_14.378
NP_014421.3	Sbay_14.379
NP_014423.1	Sbay_14.380
NP_014424.1	Sbay_14.381
NP_014425.3	Sbay_14.382
NP_014426.3	Sbay_14.383
NP_014427.1	Sbay_14.384
NP_014428.1	Sbay_14.385
NP_014429.3	Sbay_14.386
NP_014430.1	Sbay_14.387
NP_014431.1	Sbay_14.388
NP_014432.3	Sbay_14.389
NP_014433.1	Sbay_14.391
NP_014434.1	Sbay_14.392
NP_014435.3	Sbay_14.393
NP_014436.1	Sbay_14.394
NP_014437.1	Sbay_14.395
NP_014438.3	Sbay_14.396
NP_014439.3	Sbay_14.397
NP_014441.1	Sbay_14.398
NP_014442.1	Sbay_14.399
NP_014443.3	Sbay_14.400
NP_014444.1	Sbay_14.401
NP_014445.1	Sbay_14.402
NP_014446.3	Sbay_14.403
NP_014447.3	Sbay_14.404
NP_014448.1	Sbay_14.405
NP_014449.1	Sbay_14.406
NP_014450.3	Sbay_14.407
NP_014451.1	Sbay_14.408
NP_014452.1	Sbay_14.409
NP_014453.3	Sbay_14.414
NP_014454.3	Sbay_14.415
NP_014455.1	Sbay_14.416
NP_014456.1	Sbay_14.417
NP_014457.3	Sbay_14.418
NP_014458.1	Sbay_14.419
NP_014459.1	Sbay_14.420
NP_014460.3	Sbay_14.422
NP_014461.3	Sbay_14.423
NP_014462.1	Sbay_14.424
NP_014465.1	Sbay_14.425
NP_014466.1	Sbay_14.426
NP_014468.3	Sbay_7.3
NP_014469.1	Sbay_12.259
NP_014471.3	Sbay_12.265
NP_014472.1	Sbay_7.2
NP_014478.1	Sbay_15.417
NP_014481.1	Sbay_1.96
NP_014483.1	Sbay_10.193
NP_014484.1	Sbay_26.1
NP_014487.1	Sbay_3.142
NP_014488.1	Sbay_8.3
NP_014489.2	Sbay_15.9
NP_014490.1	Sbay_15.10
NP_014492.1	Sbay_15.11
NP_014493.1	Sbay_15.12
NP_014494.1	Sbay_15.13
NP_014495.2	Sbay_15.14
NP_014496.2	Sbay_15.15
NP_014497.1	Sbay_15.16
NP_014498.1	Sbay_15.17
NP_014499.2	Sbay_15.18
NP_014500.2	Sbay_15.19
NP_014501.1	Sbay_15.20
NP_014502.1	Sbay_15.21
NP_014503.2	Sbay_15.22
NP_014504.1	Sbay_15.23
NP_014505.1	Sbay_15.24
NP_014506.1	Sbay_15.25
NP_014508.1	Sbay_15.26
NP_014509.1	Sbay_15.27
NP_014510.1	Sbay_15.28
NP_014511.1	Sbay_6.3
NP_014512.1	Sbay_15.31
NP_014513.1	Sbay_15.32
NP_014514.1	Sbay_15.33
NP_014515.2	Sbay_15.34
NP_014516.1	Sbay_15.35
NP_014517.1	Sbay_15.36
NP_014518.1	Sbay_15.37
NP_014519.1	Sbay_15.38
NP_014520.1	Sbay_15.39
NP_014521.1	Sbay_14.38
NP_014522.1	Sbay_15.41
NP_014524.1	Sbay_15.42
NP_014525.1	Sbay_15.43
NP_014526.1	Sbay_15.44
NP_014527.1	Sbay_15.45
NP_014528.1	Sbay_15.46
NP_014529.1	Sbay_15.48
NP_014530.1	Sbay_15.49
NP_014531.1	Sbay_15.50
NP_014532.1	Sbay_15.53
NP_014533.1	Sbay_15.56
NP_014534.1	Sbay_15.57
NP_014536.1	Sbay_15.60
NP_014537.1	Sbay_15.61
NP_014538.2	Sbay_15.62
NP_014539.1	Sbay_15.63
NP_014540.1	Sbay_15.64
NP_014541.1	Sbay_15.65
NP_014543.1	Sbay_15.67
NP_014544.1	Sbay_15.68
NP_014545.2	Sbay_15.69
NP_014546.1	Sbay_15.70
NP_014547.1	Sbay_15.71
NP_014548.1	Sbay_15.73
NP_014549.1	Sbay_15.74
NP_014550.1	Sbay_15.75
NP_014551.1	Sbay_15.76
NP_014552.1	Sbay_15.77
NP_014553.1	Sbay_15.78
NP_014554.1	Sbay_15.79
NP_014555.1	Sbay_15.81
NP_014557.1	Sbay_15.82
NP_014558.1	Sbay_15.83
NP_014559.1	Sbay_15.84
NP_014560.1	Sbay_15.85
NP_014561.1	Sbay_15.86
NP_014563.1	Sbay_15.87
NP_014564.1	Sbay_15.88
NP_014565.2	Sbay_15.89
NP_014566.1	Sbay_15.90
NP_014567.2	Sbay_15.91
NP_014568.1	Sbay_15.92
NP_014569.1	Sbay_15.93
NP_014570.1	Sbay_15.94
NP_014571.1	Sbay_15.95
NP_014572.1	Sbay_15.96
NP_014573.1	Sbay_15.97
NP_014574.1	Sbay_15.98
NP_014575.1	Sbay_15.99
NP_014576.1	Sbay_15.100
NP_014577.1	Sbay_15.101
NP_014578.1	Sbay_15.102
NP_014579.1	Sbay_15.103
NP_014580.1	Sbay_15.104
NP_014581.1	Sbay_15.105
NP_014582.1	Sbay_15.106
NP_014583.2	Sbay_15.107
NP_014584.1	Sbay_15.108
NP_014585.1	Sbay_15.109
NP_014586.1	Sbay_15.110
NP_014587.1	Sbay_15.115
NP_014588.1	Sbay_15.116
NP_014590.1	Sbay_15.117
NP_014591.1	Sbay_15.119
NP_014593.1	Sbay_15.120
NP_014594.2	Sbay_15.122
NP_014595.2	Sbay_15.123
NP_014597.1	Sbay_15.124
NP_014598.1	Sbay_15.125
NP_014599.1	Sbay_15.126
NP_014600.1	Sbay_15.127
NP_014601.1	Sbay_15.128
NP_014602.1	Sbay_15.129
NP_014603.1	Sbay_15.130
NP_014604.1	Sbay_15.131
NP_014606.1	Sbay_15.132
NP_014608.1	Sbay_15.133
NP_014609.1	Sbay_15.134
NP_014610.1	Sbay_15.135
NP_014611.1	Sbay_15.136
NP_014612.1	Sbay_15.137
NP_014613.1	Sbay_15.138
NP_014615.1	Sbay_15.139
NP_014616.1	Sbay_15.140
NP_014617.1	Sbay_15.142
NP_014618.1	Sbay_15.143
NP_014619.1	Sbay_15.144
NP_014620.1	Sbay_15.145
NP_014621.1	Sbay_15.147
NP_014622.1	Sbay_15.148
NP_014623.1	Sbay_15.151
NP_014624.1	Sbay_15.153
NP_014625.1	Sbay_15.154
NP_014626.1	Sbay_15.155
NP_014627.1	Sbay_15.156
NP_014628.1	Sbay_15.157
NP_014630.1	Sbay_15.159
NP_014631.1	Sbay_15.160
NP_014632.1	Sbay_15.162
NP_014633.1	Sbay_15.164
NP_014634.1	Sbay_15.165
NP_014635.1	Sbay_15.166
NP_014636.1	Sbay_15.167
NP_014637.1	Sbay_15.168
NP_014638.1	Sbay_15.169
NP_014639.1	Sbay_15.171
NP_014640.1	Sbay_15.172
NP_014641.2	Sbay_15.173
NP_014642.1	Sbay_15.174
NP_014643.1	Sbay_15.176
NP_014644.1	Sbay_15.177
NP_014645.1	Sbay_15.178
NP_014646.1	Sbay_15.179
NP_014647.1	Sbay_15.180
NP_014648.1	Sbay_15.181
NP_014649.1	Sbay_15.182
NP_014650.1	Sbay_15.184
NP_014654.1	Sbay_15.188
NP_014657.1	Sbay_15.191
NP_014659.1	Sbay_15.192
NP_014660.1	Sbay_15.193
NP_014661.1	Sbay_15.194
NP_014662.1	Sbay_8.72
NP_014663.1	Sbay_8.73
NP_014664.1	Sbay_8.75
NP_014665.1	Sbay_8.76
NP_014666.1	Sbay_8.77
NP_014668.1	Sbay_8.78
NP_014669.1	Sbay_8.79
NP_014670.1	Sbay_8.80
NP_014671.1	Sbay_8.81
NP_014673.1	Sbay_8.82
NP_014675.1	Sbay_8.84
NP_014676.1	Sbay_8.86
NP_014677.1	Sbay_8.87
NP_014678.1	Sbay_8.88
NP_014679.1	Sbay_8.89
NP_014680.2	Sbay_8.90
NP_014681.1	Sbay_8.91
NP_014682.1	Sbay_8.92
NP_014683.1	Sbay_8.93
NP_014685.1	Sbay_8.94
NP_014686.1	Sbay_8.95
NP_014687.1	Sbay_8.96
NP_014688.1	Sbay_8.97
NP_014689.1	Sbay_8.98
NP_014690.1	Sbay_8.99
NP_014691.1	Sbay_8.100
NP_014692.1	Sbay_8.101
NP_014694.1	Sbay_8.102
NP_014695.1	Sbay_8.104
NP_014697.1	Sbay_8.103
NP_014699.1	Sbay_8.105
NP_014700.1	Sbay_8.106
NP_014702.1	Sbay_8.109
NP_014703.1	Sbay_8.110
NP_014704.1	Sbay_8.111
NP_014705.1	Sbay_8.112
NP_014706.1	Sbay_8.113
NP_014707.1	Sbay_8.114
NP_014708.1	Sbay_8.115
NP_014709.1	Sbay_8.117
NP_014710.1	Sbay_8.118
NP_014712.2	Sbay_8.119
NP_014713.1	Sbay_8.120
NP_014716.1	Sbay_8.122
NP_014717.2	Sbay_8.123
NP_014718.1	Sbay_8.124
NP_014719.1	Sbay_8.125
NP_014720.1	Sbay_8.126
NP_014721.1	Sbay_8.127
NP_014722.1	Sbay_8.128
NP_014723.2	Sbay_8.129
NP_014724.1	Sbay_8.130
NP_014726.1	Sbay_8.131
NP_014727.1	Sbay_8.135
NP_014728.1	Sbay_8.138
NP_014729.1	Sbay_8.139
NP_014730.2	Sbay_8.141
NP_014732.1	Sbay_8.142
NP_014733.1	Sbay_8.143
NP_014734.2	Sbay_8.144
NP_014735.1	Sbay_8.145
NP_014736.1	Sbay_8.146
NP_014737.1	Sbay_8.147
NP_014738.1	Sbay_8.148
NP_014740.1	Sbay_8.151
NP_014741.1	Sbay_8.152
NP_014742.1	Sbay_8.153
NP_014743.1	Sbay_8.154
NP_014744.1	Sbay_8.155
NP_014746.2	Sbay_8.156
NP_014747.1	Sbay_8.157
NP_014749.1	Sbay_8.158
NP_014750.3	Sbay_8.159
NP_014751.1	Sbay_8.161
NP_014752.3	Sbay_8.162
NP_014753.1	Sbay_8.163
NP_014754.3	Sbay_8.164
NP_014755.1	Sbay_8.165
NP_014756.3	Sbay_8.166
NP_014757.1	Sbay_8.167
NP_014758.3	Sbay_8.168
NP_014759.1	Sbay_8.169
NP_014760.3	Sbay_8.170
NP_014761.1	Sbay_8.171
NP_014762.3	Sbay_8.172
NP_014763.1	Sbay_8.173
NP_014765.3	Sbay_8.174
NP_014766.1	Sbay_8.175
NP_014767.3	Sbay_8.176
NP_014768.2	Sbay_8.177
NP_014769.3	Sbay_8.178
NP_014770.1	Sbay_8.179
NP_014771.3	Sbay_8.180
NP_014772.1	Sbay_8.181
NP_014773.4	Sbay_8.182
NP_014774.1	Sbay_8.184
NP_014775.3	Sbay_8.185
NP_014776.1	Sbay_2.560
NP_014777.3	Sbay_8.187
NP_014779.1	Sbay_8.188
NP_014780.3	Sbay_8.189
NP_014781.1	Sbay_8.190
NP_014783.4	Sbay_8.191
NP_014784.1	Sbay_8.192
NP_014785.3	Sbay_8.193
NP_014786.1	Sbay_8.195
NP_014787.3	Sbay_8.196
NP_014788.1	Sbay_8.197
NP_014790.4	Sbay_8.198
NP_014791.1	Sbay_8.199
NP_014792.4	Sbay_8.200
NP_014793.1	Sbay_8.201
NP_014794.3	Sbay_8.202
NP_014795.1	Sbay_8.203
NP_014796.3	Sbay_8.204
NP_014797.1	Sbay_8.205
NP_014798.3	Sbay_8.206
NP_014799.1	Sbay_8.207
NP_014800.3	Sbay_8.208
NP_014801.1	Sbay_8.209
NP_014802.3	Sbay_8.210
NP_014803.1	Sbay_8.211
NP_014804.3	Sbay_8.212
NP_014805.3	Sbay_8.216
NP_014806.1	Sbay_8.217
NP_014807.3	Sbay_8.218
NP_014808.1	Sbay_8.219
NP_014809.3	Sbay_8.221
NP_014811.3	Sbay_8.223
NP_014814.1	Sbay_8.224
NP_014815.3	Sbay_8.225
NP_014816.2	Sbay_8.226
NP_014817.3	Sbay_8.227
NP_014818.1	Sbay_8.228
NP_014819.3	Sbay_8.229
NP_014820.1	Sbay_8.233
NP_014821.3	Sbay_8.234
NP_014822.1	Sbay_8.235
NP_014823.3	Sbay_8.236
NP_014824.1	Sbay_8.238
NP_014825.3	Sbay_10.383
NP_014827.3	Sbay_8.240
NP_014828.1	Sbay_8.241
NP_014829.3	Sbay_8.242
NP_014830.1	Sbay_8.243
NP_014831.3	Sbay_8.244
NP_014832.1	Sbay_8.245
NP_014833.3	Sbay_8.246
NP_014834.1	Sbay_8.247
NP_014836.3	Sbay_8.249
NP_014837.1	Sbay_8.250
NP_014838.3	Sbay_8.251
NP_014839.1	Sbay_8.252
NP_014840.4	Sbay_8.253
NP_014841.1	Sbay_8.254
NP_014844.3	Sbay_8.255
NP_014845.1	Sbay_8.256
NP_014847.3	Sbay_8.257
NP_014848.1	Sbay_8.258
NP_014849.3	Sbay_8.259
NP_014850.1	Sbay_8.260
NP_014851.3	Sbay_8.261
NP_014852.1	Sbay_8.262
NP_014853.3	Sbay_8.263
NP_014854.2	Sbay_8.264
NP_014855.3	Sbay_8.265
NP_014856.1	Sbay_8.266
NP_014857.3	Sbay_8.267
NP_014858.1	Sbay_8.268
NP_014859.3	Sbay_8.269
NP_014860.1	Sbay_8.270
NP_014862.3	Sbay_8.271
NP_014863.1	Sbay_8.272
NP_014864.4	Sbay_8.273
NP_014865.1	Sbay_8.274
NP_014866.3	Sbay_8.275
NP_014867.1	Sbay_8.276
NP_014869.3	Sbay_8.277
NP_014870.1	Sbay_8.278
NP_014871.3	Sbay_8.279
NP_014872.1	Sbay_8.280
NP_014873.3	Sbay_8.281
NP_014874.1	Sbay_8.282
NP_014875.3	Sbay_8.283
NP_014876.1	Sbay_8.284
NP_014879.1	Sbay_8.286
NP_014880.3	Sbay_8.287
NP_014881.2	Sbay_8.288
NP_014882.4	Sbay_8.290
NP_014884.1	Sbay_8.291
NP_014885.3	Sbay_8.292
NP_014886.1	Sbay_8.293
NP_014887.3	Sbay_8.294
NP_014888.1	Sbay_8.295
NP_014889.3	Sbay_8.296
NP_014890.1	Sbay_8.297
NP_014892.3	Sbay_8.298
NP_014893.1	Sbay_8.299
NP_014894.3	Sbay_8.300
NP_014895.2	Sbay_8.301
NP_014896.3	Sbay_8.302
NP_014897.1	Sbay_8.303
NP_014898.3	Sbay_8.304
NP_014899.1	Sbay_8.305
NP_014900.3	Sbay_8.306
NP_014901.1	Sbay_8.307
NP_014902.3	Sbay_8.308
NP_014903.1	Sbay_8.310
NP_014904.3	Sbay_8.311
NP_014905.1	Sbay_8.312
NP_014907.3	Sbay_8.313
NP_014908.1	Sbay_8.314
NP_014909.3	Sbay_8.315
NP_014910.1	Sbay_8.316
NP_014912.1	Sbay_8.318
NP_014913.3	Sbay_8.319
NP_014914.1	Sbay_8.320
NP_014915.3	Sbay_8.321
NP_014916.1	Sbay_8.322
NP_014917.3	Sbay_8.323
NP_014918.1	Sbay_8.324
NP_014919.3	Sbay_8.325
NP_014921.1	Sbay_8.326
NP_014922.3	Sbay_8.327
NP_014923.1	Sbay_8.328
NP_014924.3	Sbay_8.329
NP_014926.1	Sbay_8.331
NP_014927.3	Sbay_8.332
NP_014928.1	Sbay_8.333
NP_014929.3	Sbay_8.334
NP_014930.1	Sbay_8.335
NP_014931.3	Sbay_8.336
NP_014932.1	Sbay_8.337
NP_014933.3	Sbay_8.339
NP_014934.1	Sbay_8.340
NP_014935.3	Sbay_8.341
NP_014936.1	Sbay_8.342
NP_014937.1	Sbay_8.343
NP_014938.3	Sbay_8.344
NP_014939.1	Sbay_8.345
NP_014940.4	Sbay_8.346
NP_014941.1	Sbay_8.347
NP_014942.4	Sbay_8.350
NP_014943.1	Sbay_8.351
NP_014945.3	Sbay_8.352
NP_014946.1	Sbay_8.353
NP_014947.3	Sbay_8.354
NP_014948.1	Sbay_8.355
NP_014949.3	Sbay_8.356
NP_014950.1	Sbay_8.357
NP_014951.4	Sbay_8.358
NP_014952.1	Sbay_8.359
NP_014953.3	Sbay_8.360
NP_014955.1	Sbay_8.361
NP_014956.3	Sbay_8.362
NP_014957.2	Sbay_13.427
NP_014958.3	Sbay_8.364
NP_014960.1	Sbay_8.366
NP_014961.3	Sbay_8.368
NP_014962.3	Sbay_8.369
NP_014964.1	Sbay_8.370
NP_014965.3	Sbay_8.372
NP_014966.1	Sbay_8.373
NP_014967.3	Sbay_8.374
NP_014968.1	Sbay_8.375
NP_014969.3	Sbay_8.376
NP_014971.1	Sbay_8.377
NP_014972.3	Sbay_8.378
NP_014973.1	Sbay_8.379
NP_014974.3	Sbay_8.380
NP_014975.2	Sbay_8.381
NP_014977.3	Sbay_8.382
NP_014979.1	Sbay_8.384
NP_014980.3	Sbay_8.385
NP_014981.1	Sbay_8.386
NP_014982.3	Sbay_8.387
NP_014983.1	Sbay_8.388
NP_014984.3	Sbay_8.389
NP_014985.1	Sbay_8.390
NP_014986.3	Sbay_8.391
NP_014987.1	Sbay_8.392
NP_014989.3	Sbay_8.397
NP_014991.1	Sbay_8.400
NP_014992.3	Sbay_8.401
NP_014993.1	Sbay_8.402
NP_014994.3	Sbay_8.403
NP_014995.1	Sbay_8.404
NP_014996.3	Sbay_8.405
NP_014997.1	Sbay_8.406
NP_014998.3	Sbay_8.407
NP_014999.1	Sbay_8.408
NP_015000.3	Sbay_8.411
NP_015001.1	Sbay_8.412
NP_015002.3	Sbay_8.413
NP_015003.1	Sbay_8.414
NP_015004.3	Sbay_8.415
NP_015005.1	Sbay_8.417
NP_015006.3	Sbay_8.418
NP_015007.1	Sbay_8.419
NP_015008.3	Sbay_8.421
NP_015010.1	Sbay_8.422
NP_015012.3	Sbay_8.423
NP_015013.1	Sbay_8.424
NP_015014.3	Sbay_8.425
NP_015015.1	Sbay_8.426
NP_015016.3	Sbay_8.427
NP_015017.1	Sbay_8.428
NP_015018.3	Sbay_8.429
NP_015019.1	Sbay_8.430
NP_015020.3	Sbay_8.431
NP_015022.3	Sbay_8.434
NP_015023.1	Sbay_8.435
NP_015025.3	Sbay_8.436
NP_015026.1	Sbay_8.437
NP_015027.1	Sbay_8.438
NP_015029.1	Sbay_8.443
NP_015030.3	Sbay_11.2
NP_015031.1	Sbay_16.19
NP_015033.1	Sbay_2.736
NP_015034.3	Sbay_16.8
NP_015044.1	Sbay_2.164
NP_015049.1	Sbay_16.31
NP_015050.1	Sbay_13.515
NP_015051.1	Sbay_16.33
NP_015052.1	Sbay_16.34
NP_015053.2	Sbay_16.35
NP_015054.1	Sbay_16.36
NP_015055.1	Sbay_16.37
NP_015056.1	Sbay_16.38
NP_015057.1	Sbay_16.39
NP_015058.1	Sbay_16.40
NP_015059.1	Sbay_16.41
NP_015060.1	Sbay_16.42
NP_015061.1	Sbay_16.43
NP_015063.1	Sbay_16.44
NP_015064.1	Sbay_16.45
NP_015065.1	Sbay_16.47
NP_015066.1	Sbay_5.71
NP_015067.1	Sbay_16.50
NP_015068.1	Sbay_16.51
NP_015069.1	Sbay_16.52
NP_015070.1	Sbay_16.53
NP_015071.1	Sbay_16.55
NP_015073.1	Sbay_16.56
NP_015074.1	Sbay_16.57
NP_015075.1	Sbay_16.58
NP_015076.1	Sbay_16.59
NP_015077.1	Sbay_16.60
NP_015078.1	Sbay_16.61
NP_015079.1	Sbay_16.62
NP_015080.1	Sbay_16.63
NP_015081.1	Sbay_16.64
NP_015082.1	Sbay_16.65
NP_015083.1	Sbay_16.66
NP_015085.1	Sbay_16.68
NP_015087.1	Sbay_16.69
NP_015088.1	Sbay_16.70
NP_015089.1	Sbay_16.71
NP_015090.1	Sbay_16.72
NP_015091.1	Sbay_16.73
NP_015092.1	Sbay_16.74
NP_015093.1	Sbay_16.75
NP_015094.1	Sbay_16.76
NP_015095.1	Sbay_16.77
NP_015096.1	Sbay_16.78
NP_015097.1	Sbay_16.79
NP_015098.1	Sbay_16.80
NP_015099.1	Sbay_16.81
NP_015100.2	Sbay_16.82
NP_015101.1	Sbay_16.83
NP_015102.1	Sbay_16.84
NP_015103.1	Sbay_16.85
NP_015104.1	Sbay_16.86
NP_015105.1	Sbay_16.87
NP_015106.1	Sbay_16.88
NP_015107.1	Sbay_16.89
NP_015108.1	Sbay_16.90
NP_015109.1	Sbay_16.91
NP_015110.1	Sbay_16.92
NP_015111.1	Sbay_16.93
NP_015112.1	Sbay_16.94
NP_015113.1	Sbay_16.95
NP_015114.2	Sbay_16.96
NP_015115.1	Sbay_16.97
NP_015116.1	Sbay_16.98
NP_015117.1	Sbay_16.99
NP_015118.1	Sbay_16.100
NP_015120.1	Sbay_16.102
NP_015121.1	Sbay_16.104
NP_015122.1	Sbay_16.105
NP_015123.1	Sbay_16.106
NP_015124.1	Sbay_16.107
NP_015125.1	Sbay_16.108
NP_015128.1	Sbay_16.110
NP_015129.1	Sbay_16.111
NP_015130.1	Sbay_16.112
NP_015131.1	Sbay_16.113
NP_015132.1	Sbay_16.114
NP_015133.1	Sbay_16.115
NP_015134.1	Sbay_16.116
NP_015135.1	Sbay_16.118
NP_015136.1	Sbay_16.119
NP_015137.1	Sbay_16.120
NP_015138.1	Sbay_16.122
NP_015140.1	Sbay_16.123
NP_015141.1	Sbay_16.125
NP_015142.1	Sbay_16.126
NP_015144.1	Sbay_16.127
NP_015145.1	Sbay_16.128
NP_015146.1	Sbay_16.129
NP_015147.1	Sbay_16.131
NP_015148.1	Sbay_16.132
NP_015149.1	Sbay_16.133
NP_015150.2	Sbay_16.134
NP_015151.1	Sbay_16.136
NP_015152.1	Sbay_16.137
NP_015153.1	Sbay_16.138
NP_015155.1	Sbay_16.140
NP_015156.1	Sbay_16.141
NP_015157.1	Sbay_16.142
NP_015158.1	Sbay_16.143
NP_015159.1	Sbay_16.144
NP_015160.1	Sbay_16.145
NP_015161.1	Sbay_16.146
NP_015162.1	Sbay_16.147
NP_015163.1	Sbay_16.148
NP_015164.1	Sbay_16.149
NP_015165.1	Sbay_16.150
NP_015166.1	Sbay_16.151
NP_015167.1	Sbay_16.152
NP_015168.1	Sbay_16.153
NP_015169.1	Sbay_16.154
NP_015170.1	Sbay_16.155
NP_015171.1	Sbay_16.156
NP_015172.1	Sbay_16.157
NP_015173.1	Sbay_16.158
NP_015174.1	Sbay_16.159
NP_015175.1	Sbay_16.160
NP_015176.1	Sbay_16.161
NP_015177.2	Sbay_16.162
NP_015178.1	Sbay_16.163
NP_015179.1	Sbay_16.164
NP_015180.1	Sbay_16.166
NP_015181.1	Sbay_16.167
NP_015182.1	Sbay_16.168
NP_015184.1	Sbay_16.169
NP_015185.1	Sbay_16.170
NP_015186.1	Sbay_16.171
NP_015187.1	Sbay_16.172
NP_015188.1	Sbay_16.173
NP_015190.1	Sbay_16.175
NP_015191.1	Sbay_16.176
NP_015192.1	Sbay_16.177
NP_015193.1	Sbay_16.178
NP_015194.1	Sbay_16.179
NP_015195.1	Sbay_16.180
NP_015196.1	Sbay_16.181
NP_015197.1	Sbay_16.182
NP_015198.1	Sbay_16.183
NP_015199.1	Sbay_16.184
NP_015200.1	Sbay_16.185
NP_015201.1	Sbay_16.186
NP_015202.1	Sbay_16.187
NP_015203.1	Sbay_16.188
NP_015204.1	Sbay_16.189
NP_015205.1	Sbay_16.190
NP_015206.1	Sbay_16.191
NP_015207.1	Sbay_16.192
NP_015208.1	Sbay_16.193
NP_015209.1	Sbay_16.194
NP_015210.1	Sbay_16.195
NP_015212.1	Sbay_16.196
NP_015213.1	Sbay_16.197
NP_015214.1	Sbay_16.199
NP_015215.1	Sbay_16.200
NP_015216.3	Sbay_16.202
NP_015217.1	Sbay_16.204
NP_015218.1	Sbay_16.205
NP_015219.1	Sbay_16.206
NP_015220.1	Sbay_16.207
NP_015221.1	Sbay_16.208
NP_015222.1	Sbay_16.209
NP_015224.1	Sbay_16.210
NP_015225.1	Sbay_16.211
NP_015226.1	Sbay_16.212
NP_015227.1	Sbay_16.213
NP_015228.1	Sbay_16.214
NP_015229.1	Sbay_16.216
NP_015230.1	Sbay_16.217
NP_015231.2	Sbay_16.218
NP_015232.1	Sbay_16.219
NP_015233.1	Sbay_16.220
NP_015234.1	Sbay_16.221
NP_015235.1	Sbay_16.222
NP_015236.1	Sbay_16.223
NP_015237.1	Sbay_16.224
NP_015238.1	Sbay_16.225
NP_015239.1	Sbay_16.226
NP_015240.1	Sbay_16.227
NP_015241.1	Sbay_16.228
NP_015242.1	Sbay_16.229
NP_015243.1	Sbay_16.230
NP_015244.1	Sbay_16.232
NP_015247.1	Sbay_16.234
NP_015248.1	Sbay_16.235
NP_015249.1	Sbay_16.236
NP_015250.1	Sbay_16.237
NP_015251.1	Sbay_16.238
NP_015253.1	Sbay_16.240
